南明史（全2册）,文化,历史,顾诚,129.90,2022-3-20,北京日报出版社,9.2,(429人评价),公元1644年，为甲申年。拿纪年来说，在明朝是崇祯十七年，清朝是顺治元年，大顺政权是永昌元年。这一年的三月十九日，大顺军攻克北京，崇祯皇帝朱由检自缢身死；...
明朝那些事儿（1-9）:限量版,文化,历史,当年明月,358.20元,2009-4,中国海关出版社,9.1,(139295人评价),《明朝那些事儿》讲述从1344年到1644年，明朝三百年间的历史。作品以史料为基础，以年代和具体人物为主线，运用小说的笔法，对明朝十七帝和其他王公权贵和小人...
中国历代政治得失,文化,历史,钱穆,12.00元,2001,生活·读书·新知三联书店,9.2,(59376人评价),《中国历代政治得失》为作者的专题演讲合集，分别就中国汉、唐、宋、明、清五代的政府组织、百官职权、考试监察、财经赋税、兵役义务等种种政治制度作了提要勾玄的概观...
叫魂:1768年中国妖术大恐慌,文化,历史,[美]孔飞力,38.00元,2014-6,生活·读书·新知三联书店上海三联书店,9.2,(12866人评价),本书讲述的是一个关于“盛世妖术”的故事。在中国的千年帝制时代，乾隆皇帝可谓是空前绝后的一人。他建立并巩固起来的大清帝国达到了权力与威望的顶端。然而整个大清的...
中国古代战争的地理枢纽,文化,历史,宋杰,138.00元,2022-4,北京科学技术出版社,8.6,(109人评价),豆瓣热门战争图书TOP5，读懂历代王朝兴衰更替的重磅经典！著名历史军事地理学者宋杰详解中国古代政治格局、国家战略的里程碑巨作！-------------...
魏晋南北朝,文化,历史,[日]川胜义雄,88.00元,2022-1,九州出版社,8.4,(346人评价),日本汉学大师以超越王朝更迭的宏阔视野书写华丽的黑暗时代★编辑推荐◎适合大众阅读的经典六朝史日本汉学大师川胜义雄写给大众的经典魏晋南北朝通史，日本文库...
现代中国的形成（1600—1949）,文化,历史,李怀印,89.00元,2022-2,广西师范大学出版社,8.7,(387人评价),一部视野宏大、新见迭出的中国近现代史著作。今天的中国究竟从何而来？本书聚焦地缘政治、财政构造和政治认同三个关键因素，全面论述十七至二十世纪现代中国的形成过程...
人类简史:从动物到上帝,文化,历史,[以色列]尤瓦尔·赫拉利,68.00元,2014-11,中信出版社,9.1,(175168人评价),十万年前，地球上至少有六种不同的人但今日，世界舞台为什么只剩下了我们自己？从只能啃食虎狼吃剩的残骨的猿人，到跃居食物链顶端的智人，从雪维洞穴壁上的原始...
南明史,文化,历史,顾诚,88.00元,2011-8-26,光明日报出版社,9.3,(4609人评价),本书特点是基本上以大顺军、大西军余部及郑成功等民众抗清斗争为主线；贯串全书的脉络是强调历时二十年的抗清斗争失败的主要原因是抗清势力内部矛盾重重，严重分散，抵...
秦制两千年:封建帝王的权力规则,文化,历史,谌旭彬,88.00,2021-7,浙江人民出版社,8.2,(3847人评价),百代都行秦政制。——毛泽东中国两千多年的制度，犹秦制也。——梁启超中国社会自周朝之后就长期实行秦制。正是由于中国社会的此一政治传统延续了大约有两千年之久...
天朝的崩溃（修订版）:鸦片战争再研究,文化,历史,茅海建,59.00元,2014-10,生活·读书·新知三联书店,9.4,(8081人评价),本书大量使用中国第一历史档案馆所藏清朝奏折，和英国所藏中英交涉文件、日本学者汇编资料集等等，详尽考订并重建了与战争相关的大量基本史实。作者抓住几个主要人物为...
邓小平时代,文化,历史,[美]傅高义,88.00元,2013-1,生活·读书·新知三联书店,9.2,(49763人评价),邓小平深刻影响了中国历史和世界历史的走向，也改变了每一当代中国人的命运。解读邓小平的政治生涯及其行为逻辑，就是解读当代中国，解读个人命运背后的历史变局。哈...
全球通史:从史前史到21世纪,文化,历史,(美)斯塔夫里阿诺斯,168.00元,2012-2-1,北京大学出版社,9.1,(18996人评价),《全球通史》由斯塔夫里阿诺斯著，吴象婴、梁赤民、董书慧、王昶译，作者在本书中采用全新的史学观点和方法，将整个世界看作一个不可分割的有机的统一体，从全球的角度...
显微镜下的大明,文化,历史,马伯庸,52.00元,2019-1,湖南文艺出版社,8.8,(25431人评价),★马伯庸全新历史纪实作品，一本值得收藏的明朝历史书★六件罕为人知的明代档案，六个尘封已久的民生往事★生动的基层治政手册，于细微处读懂真正的古代中国...
祥瑞:王莽和他的时代,文化,历史,张向荣,79.80元,2021-8,上海人民出版社,8.8,(3044人评价),★上追尧舜，禅让称帝，王莽究竟是民选的圣主，还是篡汉的罪人？★新锐文史作家、网红书评人张向荣首部历史非虚构作品★罗新、刘勃、陆大鹏力荐★搁置定论，厘清...
万古江河:中国历史文化的转折与开展,文化,历史,许倬云,68.00,2017-12-1,理想国|湖南人民出版社,8.6,(5169人评价),★与余英时、黄仁宇、杨联陞、何炳棣、张光直比肩的海外华裔史学大家中国通史力作★第三届“文津图书奖”获奖作品★余英时、姚大力、葛兆光、王子今、许纪霖、...
东晋门阀政治,文化,历史,田余庆,49.00元,2012-5,北京大学出版社,9.5,(8142人评价),本书以丰富的史料和周密的考证分析，对中国中古历史中的门阀政治问题作了再探索，认为中外学者习称的魏晋南北朝门阀政治，实际上只存在于东晋一朝；门阀政治是皇权政治...
枪炮、病菌与钢铁:人类社会的命运,文化,历史,[美]贾雷德·戴蒙德,45.00元,2006-4-1,上海译文出版社,8.7,(44177人评价),为什么是欧亚大陆人征服、赶走或大批杀死印第安人、澳大利亚人和非洲人，而不是相反？为什么么小麦和玉米、牛和猪以及现代世界的其他一些“不了起的”作物和牲畜出现在...
宋太宗:阴影下的帝王,文化,历史,张其凡,88.00元,2022-3-31,广东人民出版社,8.5,(73人评价),【编辑推荐】★宋史研究权威张其凡教授核心著作；★揭开太宗继位的重重迷雾；★站在两宋历史格局上，重新评价太宗的历史功过；★虞云国、戴仁柱、何冠环、王瑞...
刘擎西方现代思想讲义,文化,哲学,刘擎,79.00元,2021-1,新星出版社,9.2,(19877人评价),人生的意义，人们向往的自由和公平的价值，人类文明的复杂冲突与未来趋势……这些让你困惑的大小问题，过去也困扰过韦伯、尼采、萨特等杰出的头脑。他们尽最大努力做出...
世界是如何思考的:一部哲学全球通史,文化,哲学,[英]朱利安·巴吉尼,70.00元,2022-5,民主与建设出版社,8.3,(55人评价),★智慧宫014★🌎编辑推荐一部风格全新的世界哲学通史，一幅视野宽广的人类思想地图。从“轴心时代”到信息时代，从欧洲到东亚，从书写到口述，全景展现...
消失的真实:现代社会的思想困境,文化,哲学,金观涛,88元,2022-3,中信出版集团,8.9,(236人评价),【内容简介】近年在新冠疫情的冲击下，世界越发动荡，区域冲突加剧，经济萎靡不振，迷茫与失序感充斥于公众情绪中。经济持续下行的压力急需寻找出口，以致许多人似乎...
西方哲学史（第9版）,文化,哲学,(美)撒穆尔·伊诺克·斯通普夫、(美)詹姆斯·菲泽,99.80元,2019-8,北京联合出版公司,9.2,(1752人评价),畅销五十余载而不衰，备受好评的西哲史教材全新再版通俗易懂的历史梳理，从古典文籍到当代前沿一应俱全◎编辑推荐☆自1966年初版至今最新修订版☆西方哲...
存在主义咖啡馆:自由、存在和杏子鸡尾酒,文化,哲学,[英]莎拉·贝克韦尔,88.00元,2017-12-1,北京联合出版公司,8.6,(12091人评价),巴黎，1933年……三位朋友正坐在蒙帕纳斯大道上的煤气灯酒吧里喝着杏子鸡尾酒。其中一个叫雷蒙·阿隆的年轻哲学家，正在向同为哲学家的让-保罗·萨特和西蒙娜·...
大问题:简明哲学导论,文化,哲学,[美]罗伯特·所罗门、凯思林•希金斯,65.00,2014-12,广西师范大学出版社,9.3,(7379人评价),本书的目的就是引导读者进入真正思考的大门。罗伯特•所罗门教授尤以擅长授课和写作清晰晓畅著称，他不像一般哲学导论著作那样按照事件发生的顺序罗列哲学史上的一些观...
感知·理知·自我认知,文化,哲学,陈嘉映,58,2022-1,北京日报出版社,8.9,(779人评价),★哲学家陈嘉映先生新近思考力作。陈老师精研现象学、语言哲学，善于从小词的辨析入手去分析哲学问题，并终通达他一直在思考的问题，也就是那个古老的苏格拉底之问：...
被讨厌的勇气:“自我启发之父”阿德勒的哲学课,文化,哲学,岸见一郎、古贺史健,39.8,2015-3-1,机械工业出版社,8.6,(95514人评价),「被讨厌的勇气」并不是要去吸引被讨厌的负向能量，而是，如果这是我生命想绽放出最美的光彩，那么，即使有被讨厌的可能，我都要用自己的双手双脚往那里走去。」「因...
理想国,文化,哲学,[古希腊]柏拉图,28.00元,1986-8,商务印书馆,8.8,(31021人评价),《理想国》涉及柏拉图思想体系的各个方面，包括哲学、伦理、教育、文艺、政治等内容，主要是探讨理想国家的问题。《理想国》一书是柏拉图的一篇重要对话录，对话录里...
哲学家们都干了些什么:史上最严谨又最不严肃的哲学史,文化,哲学,林欣浩,52.00元,2015-4,北京联合出版公司,8.6,(24284人评价),“哲学史写得这么浅白风趣八卦，你让我们哲学系的人还怎么混？！”轰动豆瓣的奇葩之书，连续三年蝉联豆瓣电子阅读榜第一的神作经作者全面修订后，2015年重新问...
谈情说爱的哲学家:8场关于爱的跨时代讨论,文化,哲学,[德]诺拉·克雷弗特,49.80元,2022-3-1,天津人民出版社,7.6,(312人评价),从我们记事起，“爱”就让我们着迷，但从哲学的角度来看，爱到底意味着什么？诺拉·克雷弗特以一种特殊的方式回答了这个问题：她让八位著名思想家相聚在一场跨越时空...
中国哲学简史:（软精经典版）,文化,哲学,冯友兰,38.00元,2013-1-1,北京大学出版社,9.3,(11301人评价),20世纪中国一代哲人冯友兰毕生的经典代表作!被韩国首位女总统朴槿惠奉为生命灯塔，给了她战胜混乱世界的智慧和教诲。北京大学出版社独家拥有版权的冯友兰亲自指...
苏菲的世界,文化,哲学,[挪威]乔斯坦·贾德,38.00元,2017-8,作家出版社,9.0,(6990人评价),《苏菲的世界》这是一本风靡世界的哲学启蒙书。14岁的少女苏菲不断接到一些极不寻常的来信，世界像谜团一般在她眼底展开，她在一位神秘导师的指引下，苏菲开始思...
悉达多:一首印度的诗,文化,哲学,[德]赫尔曼·黑塞,32.00元,2017-1,天津人民出版社,9.4,(32880人评价),《悉达多》并非是佛陀的故事，它讲述了一个人的一生，千万寻常人亦会经历的一生。意气风发的少年郎，常认为自己是被命运选中的人。抛下过去，随了跌跌撞撞的步伐，找...
人生的智慧,文化,哲学,(德)叔本华,28.00元,2008-10-01,上海人民出版社,9.2,(27346人评价),他于1850年写了《附录和补遗》一书，《人生的智慧》是该书中的一部分。在书中，他以优雅的文体，格言式的笔触阐述了自己对人生的看法。《人生的智慧》使沉寂多年的...
哲学之树:通往自我认知的哲学课,文化,哲学,[美]庞思奋,59.00元,2022-5,生活·读书·新知三联书店,8.9,(14人评价),本书是根据庞思奋教授在香港浸会大学开设的哲学启蒙课而成，旨在开启人们的哲学兴趣，发展个人思考哲学论题的独特视角，帮助初学者唤起、表达并批判自己的洞识。作者将...
哲学的故事,文化,哲学,[美]威尔·杜兰特,49.00元,2013-3,新星出版社,8.9,(5324人评价),哲学不会使我们富有，却会使我们自由最经典的哲学入门读物，让深奥的哲学立刻生动起来出版第一年连续再版22次，迅速译成18种语言，掀起全球哲学热潮杜兰特首...
西方哲学史讲演录:全新增订版,文化,哲学,赵林,88.00元,2022-1,上海三联书店,9.3,(298人评价),★国家教学名师赵林教授倾情讲授，基于多年来在武汉大学开设、场场被挤满的“西方哲学史”通识课，作者在本书中将深奥的哲学思想结合自己多年的研究体会娓娓道来，...
中西印哲学导论,文化,哲学,张祥龙,128,2022-5,北京大学出版社,9.5,(23人评价),一个世纪前，梁漱溟先生出版了现代哲学史上的名作《东西文化及其哲学》，开创了中国哲学与西方哲学和印度哲学进行比较研究的先河。一个世纪以来，比较哲学取得了巨大...
从惊奇开始:青少年哲学第一课,文化,哲学,刘擎、蔡文菁、钱立卿、陈勇、武云、施璇、冷欣、高松,58,2022-1,北京日报出版社,8.5,(172人评价),★青少年哲学第一课，刘擎教授等八位高校哲学系教师倾情讲授。八位老师不仅有专业的哲学背景，而且他们中或者是经常参与哲学普及的学者，每一讲的主题，他们都结合青...
成为波伏瓦,文化,传记,[英]凯特·柯克帕特里克,78.00,2021-3,中信出版社,9.0,(8864人评价),“迄今为止最好的波伏瓦传记！”“任何一个对波伏瓦哲学感兴趣的读者都不可错过的传记”“她启发了全世界的女性，并改变了很多人的思考方式”《金融时报》《卫报...
邓小平时代,文化,传记,[美]傅高义,88.00元,2013-1,生活·读书·新知三联书店,9.2,(49763人评价),邓小平深刻影响了中国历史和世界历史的走向，也改变了每一当代中国人的命运。解读邓小平的政治生涯及其行为逻辑，就是解读当代中国，解读个人命运背后的历史变局。哈...
卡夫卡传:关键岁月·1910-1915,文化,传记,(德)莱纳·施塔赫,158,2022-4,广西师范大学出版社,9.9,(49人评价),卡夫卡的“梦境逻辑”与现代社会的噩梦完全一致，对个体生活的剥夺似乎在我们所有人背后悄然发生——卡夫卡的世界不宜居住，但是他的语句渗入肌肤，发人深思，让人再...
曾国藩传,文化,传记,张宏杰,68.00元,2019-1,民主与建设出版社,8.7,(11639人评价),曾国藩，没有显赫的家世，天赋堪称晚清同时代大人物当中最差，却官至两江总督、直隶总督、武英殿大学士，在复杂的时代变局中超越众人，成就最大，被誉为大清“中兴第一...
天生有罪:特雷弗·诺亚的变色人生,文化,传记,[南非]特雷弗·诺亚,58.00,2018-2-1,北京联合出版公司,9.1,(14306人评价),火遍微博、微信的《小崔每日秀》主持人特雷弗·诺亚首部回忆录比尔·盖茨2017年夏季书单推荐图书美国《纽约时报》《新闻日报》《时尚先生》及“国家公共电台”...
秋园,文化,传记,杨本芬,38.00元,2020-6,北京联合出版公司,9.0,(40579人评价),听八旬奶奶讲述她和妈妈的故事。1914年，世上有了“秋园”这个人。1918年，汉语有了“她”这个字。秋园，她来过，挣扎过，绝望过，幸福过。今天，她80岁的...
我居于无限可能:艾米莉·狄金森的一生,文化,传记,[加]多米尼克·福捷,58.00,2022-3,中信出版社,8.4,(106人评价),艾米莉·狄金森——19世纪天才诗人，比肩惠特曼、对美国文学做出重大独创性贡献的现代主义诗歌先驱，博尔赫斯“私心敬重”的女作家。这是一场如散文诗般的记述，比...
苏东坡传,文化,传记,林语堂,58,2016-6,湖南文艺出版社,8.2,(10661人评价),本书讲述的苏东坡是一个秉性难改的乐天派，是悲天悯人的道德家，是散文作家，是新派的画家，是伟大的书法家，是酿酒的实验者，是工程师，是假道学的反对派，是瑜伽术的...
我只会算术:小平邦彦自传,文化,传记,[日]小平邦彦,59.80元,2022-3-23,人民邮电出版社,8.7,(40人评价),本书是日本数学家、菲尔兹奖与沃尔夫奖得主小平邦彦先生的亲笔自传。作者以成长历程为线索，用反思的视角梳理了自己如何学习数学、走上数学研究道路的经历，再现了成长...
硅谷钢铁侠:埃隆·马斯克的冒险人生,文化,传记,[美]阿什利·万斯,68.00元,2016-4,中信出版社,8.1,(12515人评价),◎全球首部埃隆•马斯克授权著作！了解埃隆•马斯克最全面、最真实、最经典读本◎创业者必读。首次披露马斯克如何建立和运营PayPal、特斯拉、SpaceX、...
一生的旅程:迪士尼CEO自述,文化,传记,[美]罗伯特·艾格、[美]乔尔·洛弗尔,88.00元,2020-5,文汇出版社,8.7,(9744人评价),作为迪士尼的董事长兼首席执行官，罗伯特·艾格在书中回顾了自己45年的职业生涯，分享了《复仇者联盟》《星球大战》《黑豹》等超级IP的诞生过程，记录了他与乔布斯...
心若菩提,文化,传记,曹德旺,49.00,2015-1,人民出版社,9.1,(3803人评价),曹德旺1946年出生于福建福清高山，9岁上学，14岁辍学，卖过烟丝、贩过水果、修过板车。1983年承包高山异型玻璃厂。1985年将主业迅速转向汽车玻璃，彻底...
苏东坡新传,文化,传记,李一冰,168.00元,2020-7,四川人民出版社,9.4,(2560人评价),以诗词为主线，参考百余种书目，还原真实、立体的东坡形象典雅装帧，四色彩插，全新增订余秋雨高度评价的传记经典【编辑推荐】◎人生为何不快乐，只因未读苏东...
异见时刻:“声名狼藉”的金斯伯格大法官,文化,传记,[美]伊琳·卡蒙（IrinCarmon）、[美]莎娜·卡尼兹尼克（ShanaKnizhnik）,59.80元,2018-9,湖南文艺出版社,8.4,(5598人评价),《异见时刻》是美国联邦最高法院大法官（“九人”之一）金斯伯格的图文传记。鲁思·巴德·金斯伯格（RuthBaderGinsburg）于1993年由民主党...
她来自马里乌波尔,文化,传记,[德]娜塔莎·沃丁,58.00元,2021-3,新星出版社,9.1,(6012人评价),★内容介绍“如果你看见过我曾见到的。”母亲总是一再重复这句话。“亲爱的上帝，请让我感觉她感觉到的，只要一瞬间就好。”多年之后，女儿这么说道。娜塔莎·沃...
维特根斯坦传:天才之为责任,文化,传记,[英]瑞·蒙克,79.00元,2011-6,浙江大学出版社,9.1,(7983人评价),内容简介：维特根斯坦，20世纪最重要的哲学家之一，语言哲学的奠基人。本书是迄今为止最具权威性的维特根斯坦传记，自出版以来广受赞誉。本书以时间为线索，运...
金斯伯格的故事:从平民女孩到大法官,文化,传记,【美】凯瑟琳·克鲁、张小溪,79,2022-3-31,法律出版社,8.7,(65人评价),本书是一本精美的绘本传记，讲述了美国联邦最高法院女大法官鲁斯·巴德·金斯伯格（RBG）的一生。在美国的“大萧条“时代，出生于纽约布鲁克林一个普通犹太家庭的鲁...
发明:詹姆斯·戴森创造之旅,文化,传记,[英]詹姆斯·戴森,109.9元,2022-4,中国纺织出版社,7.9,(101人评价),50多年的发明人生，经历无数失败和挫折后，詹姆斯·戴森开辟了一条颠覆现有产品的创新成功之路。气旋吸尘器、吹风机、空气净化风扇……戴森陆续发明和设计的产品不仅...
契诃夫传,文化,传记,[苏联]格罗莫夫,98.00元,2022-4,上海译文出版社,8.0,(11人评价),《契诃夫传》是苏联学者格罗莫夫关于契诃夫的众多研究著述中公认的集大成者，也是苏联契诃夫研究中秀的作品之一。在《契诃夫传》中，格罗莫夫从契诃夫初期的作品开始一...
写给大家看的设计书（第4版）,文化,设计,RobinWilliams,59.00元,2016-1,人民邮电出版社,8.6,(2343人评价),畅销设计入门书最新版，让每个人都能成为设计师在这个创意无处不在的时代，越来越多的人成为设计师。简历、论文、PPT、个人主页、博客、活动海报、给客人的邮件、...
设计中的设计,文化,设计,[日]原研哉,48.00元,2006-11,山东人民出版社,8.6,(32758人评价),设计到底是什么？作为一名从业二十余年并且具有世界影响的设计师，原研哉对自己提出了这样一个问题。为了给出自己的答案，他走了那么长的路，做了那么多的探索。“RE...
设计中的设计|全本,文化,设计,[日]原研哉,98.00元,2010-09,广西师范大学出版社,9.1,(8930人评价),本书是对原研哉的设计理念以及作品的沿承、发展的归总。作为日本中生代设计师的中坚，原研哉的设计在某种程度上体现了现当代日本设计的精髓。他以一双无视外部世界飞速...
小家大变局,文化,设计,逯薇,88,2022-5,中信出版集团,8.8,(353人评价),中国人新居住方式教科书，相信你看完一定想把家砸了重装！有别于《小家，越住越大》系列以空间作为划分标准，逯薇基于自己近20年住宅设计及居住研究经验，从居住空...
#设计#问题#年轻#认知#成长#应用#知识:100个关于设计那点事儿的回答,文化,设计,广煜,98.00元,2022-5-6,岭南美术出版社,8.6,(70人评价),《#设计#问题#年轻#认知#成长#应用#知识》是由ABlackCoverDesign联合创始人及艺术指导广煜亲自撰写的设计图书，内容选自广煜知识星球小...
平面设计中的网格系统:平面设计、字体编排和空间设计的视觉传达设计手册,文化,设计,约瑟夫·米勒-布罗克曼,CNY78.00,2016-6-1,上海人民美术出版社,8.5,(1451人评价),本书主要介绍了网格的功能和使用方法，旨在为平面和空间的设计师们提供一个实际的工具，让他们可以从概念、组织结构和设计上更有效、自信地处理和解决视觉问题。与此...
设计心理学:4卷装,文化,设计,唐纳德·A·诺曼,CNY168.00,2015-12-1,中信出版社,8.4,(1077人评价),《设计心理学1：日常的设计》如果在旅馆里弄不清楚怎么开水龙头，或者面对不熟悉的炉灶或电灯开关时，即使再聪明的人也会手足无措。唐纳德A诺曼大胆地指出，不是你...
从设计看企鹅:企鹅七十年封面艺术史,文化,设计,[英]菲尔·巴恩斯（PhilBaines）,98.00元,2022-3,中信出版集团,8.6,(33人评价),【内容简介】1935年夏天，企鹅第一批10本平装书出版，每本书定价6便士，也就是一包香烟的价格，迈出了实现其出版理想，即以低廉价格向普通民众提供高品质阅读...
版式设计原理,文化,设计,[日]佐佐木刚士,59.00元,2007-8-1,中国青年出版社,8.3,(3699人评价),版式设计原理，ISBN：9787500677390，作者：（日）佐佐木刚士
运动中的视觉:新包豪斯的基础,文化,设计,[匈]拉兹洛·莫霍利·纳吉,128.00元,2016-5-1,中信出版社,9.4,(222人评价),1947年，《运动中的影响》出版后，如今已经是第8版。全书有440幅配图，其中11幅是彩色图片。本书是对1947年前后现代设计运动的一个详尽的视觉汇编。包括...
设计的故事,文化,设计,[英]夏洛特·菲尔、[英]彼得·菲尔,298.00元,2019-6-1,江苏凤凰美术出版社,9.4,(42人评价),从远古时代的石质工具开始，研究设计的发展历程，它的动机、它的成功，它的失败，它的矛盾……而这也是认识人类历史的一种方式。同时，这本书也是关于设计先驱的研究，...
写给大家看的设计书（第3版）,文化,设计,[美]RobinWilliams,49.00元,2009-1,人民邮电出版社,8.6,(12479人评价),这本书出自一位世界级设计师之手。复杂的设计原理在书中凝炼为亲密性、对齐、重复和对比4个基本原则。作者以其简洁明快的风格，将优秀设计所必须遵循的这4个基本...
设计入门教室：设计的基本规则,文化,设计,坂本伸二,58,2016-9,中信出版社,9.2,(587人评价),日本亚马逊5星推荐*****视角和经验，完全不需要！零基础的设计入门书!7堂设计入门课+10个实战案例，让你的设计能力全面提升！那些能即刻上手使用...
设计心理学1:日常的设计,文化,设计,[美]唐纳德•A•诺曼,42.00元,2015-5-15,中信出版社,8.4,(1936人评价),如果在旅馆里弄不清楚怎么开水龙头，或者面对不熟悉的炉灶或电灯开关时，即使再聪明的人也会手足无措。唐纳德•A•诺曼大胆地指出，不是你太笨，而是物品的设计没有考...
设计方法与策略:代尔夫特设计指南,文化,设计,[荷]代尔夫特理工大学工业设计工程学院,89.90元,2014-8-25,华中科技大学出版社,8.1,(551人评价),情感设计创始人唐纳德A.诺曼、创新工场用户体验总监吴卓浩推荐。荷兰设计典范，50年经验积累。彩印、精装。大型网络公开课程“代尔夫特设计方法”（Delft...
《色彩艺术》《造型基础》:伊顿经典基础设计教程,文化,设计,[瑞士]约翰内斯·伊顿,298.00元,2021-7,北京科学技术出版社,9.7,(73人评价),《色彩艺术》《造型基础》是包豪斯设计理念的精华，是伊顿再包豪斯任教期间必修基础课——色彩课与造型课的内部讲义，也是伊顿作为艺术家、教育家的毕生心血。两本书...
深泽直人,文化,设计,[日]深泽直人,199.00元,2016-10,浙江人民出版社,8.9,(771人评价),深泽直人本人亲自整理从未发表过的设计手稿，第一次360度全面介绍其作品、灵感来源、设计过程，从哲学、禅意的角度出发，以日常的所见所闻为设计来源，通过分析物与...
春天终将来临:大卫·霍克尼在诺曼底,文化,设计,大卫·霍克尼、马丁·盖福德,180,2022-1-1,浙江人民美术出版社,9.3,(346人评价),“我们失去了与大自然的联系，这是相当愚蠢的，因为我们是它的一部分，而不是置身其外。疫情迟早会结束，然后呢？我们从中学到了什么呢？……生活中唯一真实的东西就是...
B代表包豪斯,文化,设计,[英]迪耶·萨迪奇,69.00元,2020-5,东方出版社,8.4,(193人评价),为什么建筑师都想设计出一款成功的椅子？为什么伦敦设计博物馆里要永久收藏一把AK-47步枪？收藏的狂热由何而来？好设计与坏设计的区别在哪里？为什么有些...
导演,文化,电影,[波]西德尼·吕美特、西德尼·吕美特,55.00元,2022-3,海峡文艺出版社,9.0,(136人评价),美国导演工会推荐，好莱坞几代电影人都在读的导演工作终极之书“他拍出了库布里克没有拍出过的伟大电影”诺兰、斯皮尔伯格等名导深情力荐《十二怒汉》《东方快车谋...
美丽之味:侯麦电影随笔,文化,电影,[法]埃里克·侯麦,68元,2022-4,中信出版集团,8.8,(41人评价),★法国大师侯麦发表的一系列高质量电影随笔和电影评论的结集，本次为国内首次出版。★本书系统化地体现了侯麦的电影美学及电影哲学观点，内容体系分明，理论严谨，讨...
电影的宿命:擦去符号的印记,文化,电影,开寅,76.00元,2022-5,北京大学出版社,8.4,(48人评价),“《阿飞正传》里梁朝伟只出现在最后的三分钟。在一间狭窄的阁楼小屋里，他叼着烟修指甲，穿衣，拾起桌上的打火机、零钱钞票、手表和扑克牌装进兜里，叠好白色手帕插...
雕刻时光,文化,电影,[苏]安德烈·塔可夫斯基,45.00元,2016-5,南海出版公司,9.5,(6529人评价),★首次由俄文原著翻译出版★他一生都在雕刻时光，为了已经流逝、消耗或尚未拥有的时间★只要你热爱电影，我们一起雕刻时光他的电影宛如一个奇迹，他创造了...
认识电影（修订第14版）,文化,电影,[美]路易斯·贾内梯,158.00元,2021-5,浙江文艺出版社,9.3,(594人评价),"◆长销40年的经典电影入门书，自20世纪70年代问世以来，被北京电影学院、北京大学、哈佛大学、MIT、纽约大学等知名院校指定为影视课程教材,备受电影人、学..."
欧洲剪辑大师访谈录,文化,电影,[英]罗杰·克里滕登、RogerCrittenden,70.00元,2022-3,上海人民美术出版社,9.4,(15人评价),《教父》剪辑师、《眨眼之间》作者沃尔特·默奇作序力荐，金棕榈获奖导演肯·洛奇盛赞《视与听》《美国剪辑师工会》等行业刊物专文推荐近30位欧洲剪辑大师的创作...
世界电影史（第二版）,文化,电影,[美]大卫·波德维尔、克里斯汀·汤普森,198.00元,2014-2-1,北京大学出版社,9.4,(3003人评价),本书荣获第四届中国大学出版社图书奖优秀学术著作二等奖新版新译精校世界电影的全球通史，被最广泛采用的电影史教程。本书围绕下述三个基本问题展开：电影媒介...
电影的秘密:形式与意义（插图第6版）,文化,电影,[美]斯蒂芬·普林斯,110.00元,2018-11,文化发展出版社,9.0,(1057人评价),一本培养专业观影眼光的北美高校经典教材教影人读懂观众的心理，带观众体会影人的匠心影评名家、CC特邀专家普林斯教授二十年来六次修订兼顾艺术、技术与商业，...
电影是什么？,文化,电影,(法)安德烈·巴赞,68,2017-9,商务印书馆,9.3,(1473人评价),本书为法国新浪潮电影之父巴赞发表的一系列高质量影评和电影评论的结集，涉及电影本体论、电影社会学、电影心理学和电影美学等诸多话题，是研究巴赞和当代电影美学的必...
认识电影：全彩插图第12版,文化,电影,[美]路易斯·贾内梯,280.00元,2016-9,北京联合出版公司,9.3,(3893人评价),"全球畅销40余年，历经12次修订的电影入门书著名学者焦雄屏潜心增修校译,中文世界新版首发！精编精校，高度还原版式重排，全彩精装版！............"
贾想I:贾樟柯电影手记1996—2008,文化,电影,贾樟柯、万佳欢编,49.00元,2017-6-1,台海出版社,9.0,(10765人评价),★刚才有年轻人问：“谁能救救我们？”我的回答可能会让年轻人不舒服：这是奴才的思维。永远不要等着谁来救我们。我们都得一步一步救自己，我靠的是一笔一笔地画画，...
我们都是马戏团:伯格曼文集,文化,电影,[瑞典]英格玛·伯格曼,69.00,2022-2,中信出版集团,8.7,(74人评价),【编辑推荐】★影史巨匠伯格曼60年文选结集出版，瑞典语直译，首次译介为简体中文版★伯格曼基金会、斯德哥尔摩城市档案馆、瑞典电影局等权威机构多份珍贵档案首...
最后的讲义:电影即哲学,文化,电影,[日]大林宣彦,46.00,2022-5-1,海峡书局,8.7,(20人评价),如果这是你人生中的最后一天，你会讲述什么？日本NHK电视台大受好评的纪录片《最后的讲义》完全版。日本著名导演、独立电影先驱者，黑泽明的接棒人大林宣彦讲述其一...
电影批评,文化,电影,戴锦华,18.00元,2004-3,北京大学出版社,8.9,(3327人评价),《电影批评》是“教育部人才培养模式和开放教育试点教材”之一种。作者从具体电影的批评方法入手来进行《电影批评》写作，具有文学案例研究的方式。在进入具体的文本分...
认识电影:插图第11版,文化,电影,[美]路易斯·贾内梯、[瑞典]英格玛·伯格曼[日]黑泽明等供图,68.00元,2007-11,世界图书出版公司,8.9,(17190人评价),《认识电影》作为电影入门书中的经典之作，用深入浅出的笔触，告诉我们影视传播的手法，并逐项解析其复杂的语言系统与要素。问世几十年以来，此书始终是世界各地影视从...
